model,dataset,image_id,precision,sensitivity,f1,iou,mcc,tvs,cldice,sf1
DCP_1024,CHASEDB1,Image_02R,0.7777833325012262,0.8309787688602096,0.803501568734,0.6715441890582549,,0.448201127005,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_03L,0.8022161639261897,0.8491675089102222,0.825024387408,0.7021629883772595,,0.514855280813,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_03R,0.8046621422257116,0.8660609491717386,0.834233347521,0.7156092051072183,,0.601337598139,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_04L,0.8102835782099305,0.8708759046409038,0.839487807537,0.7233769821541663,,0.576681180455,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_04R,0.8135931771302135,0.8386432596440543,0.82592832225,0.7034735083915962,,0.462753036437,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_05L,0.8226971054416452,0.8537022161931965,0.837912940082,0.7210414511810548,,0.645259938838,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_05R,0.8486042088476085,0.8468584303779023,0.847730420819,0.7357049393090307,,0.575708502024,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_06L,0.8360507118076219,0.8125585109312039,0.824137232862,0.7008787554927988,,0.493773349938,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_06R,0.7815444241878243,0.854168988964989,0.816244465897,0.6895380358373703,,0.515607199818,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_07L,0.7847652790080081,0.8658482710617249,0.823315257517,0.6996906034318658,,0.527891813572,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_07R,0.7859800565572702,0.8684902971158786,0.825177739004,0.702385174676912,,0.426274189152,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_08L,0.729349000539313,0.8706187727731873,0.793747152117,0.6580271735814291,,0.49180899268,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_08R,0.7253004824077135,0.8734553212431603,0.792513233619,0.6563328524040628,,0.469703480877,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_09L,0.7186971807180975,0.876288022422205,0.789707302578,0.6524928261239008,,0.599913681485,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_09R,0.7545872831090581,0.8364776009336548,0.793425040802,0.6575845410627309,,0.517946877243,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_10L,0.7074807881915374,0.8719621812361614,0.781157032188,0.6409004710346652,,0.447103877453,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_10R,0.6707133201630919,0.8691448687060936,0.757143800392,0.6091966235762473,,0.541722875313,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_11L,0.7222943892314153,0.9028150002937656,0.802528387848,0.6701857310886563,,0.672983354673,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_11R,0.7255307157618938,0.9063422838480729,0.805919536732,0.6749290031312731,,0.599124726477,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_12L,0.7042958205347616,0.8768397265035928,0.78115321082,0.6408953264302678,,0.419175027871,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_12R,0.7110308764948632,0.8911917833480563,0.79098229069,0.6542354877013528,,0.536456962359,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_13L,0.7204374668265877,0.8744574799951725,0.790010568396,0.6529069988229048,,0.33956043956,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_13R,0.7212503330071468,0.8038268041244531,0.760302985389,0.6132974238286544,,0.388520109332,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_14L,0.781052215188779,0.8973232545113913,0.835160342044,0.7169745091865226,,0.645225464191,0.838788179818,0.825083329505
DCP_1024,CHASEDB1,Image_14R,0.7089912376614945,0.8666880536101575,0.779948355226,0.6392748688687487,,0.466542750929,0.838788179818,0.825083329505
DCP_1024,DualModal2019,DualModal2019_A1_L4,0.6817176278073329,0.9014867157337385,0.77634878638,0.6344526755163192,,0.709733287149,0.825274280005,0.862923821384
DCP_1024,DualModal2019,DualModal2019_A1_R2,0.5960524196794971,0.9136055786112948,0.721430703352,0.5642484183245763,,0.749429484254,0.825274280005,0.862923821384
DCP_1024,DualModal2019,DualModal2019_A2_R2,0.6139878950917893,0.9247130317343468,0.737976559343,0.5847566182755013,,0.763723544974,0.825274280005,0.862923821384
DCP_1024,DualModal2019,DualModal2019_A3_L1,0.6303256178898831,0.9249456701631592,0.749730231039,0.5996547702357399,,0.745265151515,0.825274280005,0.862923821384
DCP_1024,DualModal2019,DualModal2019_A3_R1,0.5439597091590601,0.913226071374339,0.681804880088,0.517226069031052,,0.713248638838,0.825274280005,0.862923821384
DCP_1024,DualModal2019,DualModal2019_A4_L3,0.596476065985504,0.9532145570046439,0.733784744603,0.5795102700550978,,0.751873260544,0.825274280005,0.862923821384
