dataset,link,category,notes
Fundus Image Dataset for Vessel Segmentation,https://www.kaggle.com/datasets/nikitamanaenkov/fundus-image-dataset-for-vessel-segmentation,training_dataset,Kaggle training dataset used for vessel segmentation experiments.

