Model,Dataset,Image,clDice,SkeletonF1_r2,SkeletonMethod,PredictionSkeletonPixels,GTSkeletonPixels,PredictionPath,GTPath
FSG-Net,AFIO,IM000001,0.787255929033941,0.7036086088510738,skimage.morphology.skeletonize,13818,16917,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000001.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000001.png
FSG-Net,AFIO,IM000004,0.7909509275905837,0.7622954189695605,skimage.morphology.skeletonize,12182,14456,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000004.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000004.png
FSG-Net,AFIO,IM000023,0.6547192722433286,0.6056653034305622,skimage.morphology.skeletonize,8177,9796,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000023.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000023.png
FSG-Net,AFIO,IM000024,0.6791341540982303,0.629548165047058,skimage.morphology.skeletonize,9245,13209,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000024.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000024.png
FSG-Net,AFIO,IM000135,0.7059455450797082,0.6730305148314665,skimage.morphology.skeletonize,15857,25235,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000135.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000135.png
FSG-Net,AFIO,IM000136,0.8148967431001382,0.7483569354059917,skimage.morphology.skeletonize,15872,18592,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000136.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000136.png
FSG-Net,AFIO,IM000167,0.7544671782535595,0.710327810196976,skimage.morphology.skeletonize,11212,14133,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000167.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000167.png
FSG-Net,AFIO,IM000168,0.7568844253842527,0.7178453250572876,skimage.morphology.skeletonize,13782,17424,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000168.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000168.png
FSG-Net,AFIO,IM000189,0.6940710213144328,0.6359165773214861,skimage.morphology.skeletonize,12619,17549,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000189.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000189.png
FSG-Net,AFIO,IM000209,0.7780942091868166,0.733125275572884,skimage.morphology.skeletonize,10262,11828,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000209.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000209.png
FSG-Net,AFIO,IM000210,0.7390374909419524,0.6946452406147494,skimage.morphology.skeletonize,10975,14676,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000210.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000210.png
FSG-Net,AFIO,IM000333,0.7288148914326406,0.6511987391737136,skimage.morphology.skeletonize,10562,15204,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000333.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000333.png
FSG-Net,AFIO,IM000389,0.6973116011763281,0.6748252661907502,skimage.morphology.skeletonize,10324,14557,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000389.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000389.png
FSG-Net,AFIO,IM000390,0.7448798609684896,0.6808532644716435,skimage.morphology.skeletonize,12084,16216,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000390.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000390.png
FSG-Net,AFIO,IM000678,0.7183124072800956,0.6522905592098805,skimage.morphology.skeletonize,9912,12751,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000678.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000678.png
FSG-Net,AFIO,IM000679,0.6535134358450301,0.5705663545226849,skimage.morphology.skeletonize,10075,13094,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000679.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000679.png
FSG-Net,AFIO,IM000715,0.7262550477102794,0.6366650706823662,skimage.morphology.skeletonize,8666,8619,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000715.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000715.png
FSG-Net,AFIO,IM000716,0.6124923515402138,0.5626220038896083,skimage.morphology.skeletonize,8228,10115,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000716.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000716.png
FSG-Net,AFIO,IM000938,0.6311110753117046,0.518389304720594,skimage.morphology.skeletonize,6723,9863,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM000938.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM000938.png
FSG-Net,AFIO,IM001031,0.7517904199177945,0.5917371953068897,skimage.morphology.skeletonize,8241,11346,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001031.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001031.png
FSG-Net,AFIO,IM001032,0.7517904199177945,0.5917371953068897,skimage.morphology.skeletonize,8241,11346,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001032.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001032.png
FSG-Net,AFIO,IM001034,0.6464820504730435,0.49490689460594783,skimage.morphology.skeletonize,5196,8152,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001034.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001034.png
FSG-Net,AFIO,IM001069,0.7134064444362938,0.6287028212856809,skimage.morphology.skeletonize,8970,13201,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001069.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001069.png
FSG-Net,AFIO,IM001070,0.6868106793660437,0.6325652397419473,skimage.morphology.skeletonize,9941,14877,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001070.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001070.png
FSG-Net,AFIO,IM001096,0.739883472031999,0.5904411196713742,skimage.morphology.skeletonize,10803,14068,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001096.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001096.png
FSG-Net,AFIO,IM001097,0.7686988551086631,0.647369553928867,skimage.morphology.skeletonize,10038,13196,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001097.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001097.png
FSG-Net,AFIO,IM001126,0.6919351435078013,0.594841999641756,skimage.morphology.skeletonize,10410,14128,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001126.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001126.png
FSG-Net,AFIO,IM001127,0.6649557189992551,0.56745473499385,skimage.morphology.skeletonize,8806,12954,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001127.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001127.png
FSG-Net,AFIO,IM001154,0.7389308612384584,0.6603105193287305,skimage.morphology.skeletonize,12319,16134,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001154.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001154.png
FSG-Net,AFIO,IM001155,0.7445502970606424,0.6832254650117098,skimage.morphology.skeletonize,11515,14989,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001155.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001155.png
FSG-Net,AFIO,IM001192,0.720754375661263,0.6310780249030341,skimage.morphology.skeletonize,15142,20762,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001192.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001192.png
FSG-Net,AFIO,IM001193,0.6955313817798732,0.6090270608072513,skimage.morphology.skeletonize,15080,22990,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001193.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001193.png
FSG-Net,AFIO,IM001218,0.7876410521088865,0.6957859626437763,skimage.morphology.skeletonize,15433,19593,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001218.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001218.png
FSG-Net,AFIO,IM001219,0.790190023923707,0.7379558287246115,skimage.morphology.skeletonize,16204,20060,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001219.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001219.png
FSG-Net,AFIO,IM001246,0.7339373538143913,0.625665878899008,skimage.morphology.skeletonize,11893,14308,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001246.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001246.png
FSG-Net,AFIO,IM001686,0.7952518432729222,0.6776138666300985,skimage.morphology.skeletonize,10278,11704,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001686.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001686.png
FSG-Net,AFIO,IM001749,0.7549891657203582,0.682260255327433,skimage.morphology.skeletonize,14463,19224,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001749.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001749.png
FSG-Net,AFIO,IM001750,0.6858774092854693,0.603952171498219,skimage.morphology.skeletonize,12651,18160,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001750.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001750.png
FSG-Net,AFIO,IM001791,0.7795833949912149,0.7179993849403957,skimage.morphology.skeletonize,13698,16786,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001791.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001791.png
FSG-Net,AFIO,IM001792,0.7449785242744974,0.6874377658704924,skimage.morphology.skeletonize,13623,17614,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001792.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001792.png
FSG-Net,AFIO,IM001814,0.7640328141636109,0.68862615501142,skimage.morphology.skeletonize,12111,15723,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001814.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001814.png
FSG-Net,AFIO,IM001858,0.7719685081090684,0.7482359886603575,skimage.morphology.skeletonize,14592,17848,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001858.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001858.png
FSG-Net,AFIO,IM001859,0.7850116662559085,0.7062139404517358,skimage.morphology.skeletonize,10809,13308,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM001859.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001859.png
FSG-Net,AFIO,IM002094,0.6320552385922928,0.5108149026470539,skimage.morphology.skeletonize,6451,9496,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM002094.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002094.png
FSG-Net,AFIO,IM002348,0.7517160787669512,0.6707721326333758,skimage.morphology.skeletonize,10711,13594,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM002348.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002348.png
FSG-Net,AFIO,IM002350,0.7739133297436432,0.6745462204689274,skimage.morphology.skeletonize,11773,14984,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM002350.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002350.png
FSG-Net,AFIO,IM002421,0.7600320146070735,0.6676904550280294,skimage.morphology.skeletonize,13777,17105,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM002421.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002421.png
FSG-Net,AFIO,IM002422,0.767682718451876,0.6667564278290549,skimage.morphology.skeletonize,11585,14750,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM002422.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002422.png
FSG-Net,AFIO,IM002471,0.7623889470452939,0.6298580440856151,skimage.morphology.skeletonize,12314,13609,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM002471.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002471.png
FSG-Net,AFIO,IM002587,0.7918140594052929,0.7255180336517549,skimage.morphology.skeletonize,11545,14019,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM002587.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002587.png
FSG-Net,AFIO,IM002649,0.6764005480308528,0.594579654934689,skimage.morphology.skeletonize,11207,16836,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM002649.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002649.png
FSG-Net,AFIO,IM002742,0.6211669865625692,0.4061816346068686,skimage.morphology.skeletonize,6393,9499,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM002742.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002742.png
FSG-Net,AFIO,IM002743,0.6456894201097683,0.5210588674151206,skimage.morphology.skeletonize,7672,11772,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM002743.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002743.png
FSG-Net,AFIO,IM003024,0.7428418916315487,0.6473724901570815,skimage.morphology.skeletonize,10346,12669,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM003024.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003024.png
FSG-Net,AFIO,IM003537,0.7707076165665399,0.6932217631579729,skimage.morphology.skeletonize,15502,19264,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM003537.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003537.png
FSG-Net,AFIO,IM003630,0.7614256214123748,0.6904370797715477,skimage.morphology.skeletonize,15309,18885,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM003630.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003630.png
FSG-Net,AFIO,IM003631,0.7137732271825381,0.6603651301089507,skimage.morphology.skeletonize,13912,18318,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM003631.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003631.png
FSG-Net,AFIO,IM003705,0.5903372560011354,0.507373276538202,skimage.morphology.skeletonize,7932,10769,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM003705.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003705.png
FSG-Net,AFIO,IM004162,0.7464284266858173,0.6654888551995451,skimage.morphology.skeletonize,13299,16045,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004162.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004162.png
FSG-Net,AFIO,IM004163,0.7342873962974864,0.5797580023952682,skimage.morphology.skeletonize,10838,13904,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004163.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004163.png
FSG-Net,AFIO,IM004455,0.7567795698091624,0.6368635985053792,skimage.morphology.skeletonize,9782,12640,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004455.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004455.png
FSG-Net,AFIO,IM004512,0.6932823834468858,0.6070295233816089,skimage.morphology.skeletonize,9134,13551,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004512.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004512.png
FSG-Net,AFIO,IM004513,0.7706167034248519,0.6827340685712434,skimage.morphology.skeletonize,9990,12601,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004513.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004513.png
FSG-Net,AFIO,IM004515,0.7756931514663277,0.7124433830148345,skimage.morphology.skeletonize,12551,15260,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004515.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004515.png
FSG-Net,AFIO,IM004516,0.7793948562136748,0.6958213135653123,skimage.morphology.skeletonize,14243,16947,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004516.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004516.png
FSG-Net,AFIO,IM004538,0.7481839103673371,0.627491630976172,skimage.morphology.skeletonize,9001,11701,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004538.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004538.png
FSG-Net,AFIO,IM004539,0.7882905721094361,0.6659553911320123,skimage.morphology.skeletonize,8801,10547,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004539.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004539.png
FSG-Net,AFIO,IM004564,0.8276704072075197,0.7254364499275969,skimage.morphology.skeletonize,10307,11920,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004564.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004564.png
FSG-Net,AFIO,IM004790,0.7383571175903185,0.4489654716935801,skimage.morphology.skeletonize,6335,8550,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004790.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004790.png
FSG-Net,AFIO,IM004993,0.7513247058311201,0.6478913646412396,skimage.morphology.skeletonize,10915,13124,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM004993.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004993.png
FSG-Net,AFIO,IM005024,0.7553012191206946,0.6999231940878116,skimage.morphology.skeletonize,14358,17059,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM005024.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005024.png
FSG-Net,AFIO,IM005025,0.7540107886749537,0.6893553520965244,skimage.morphology.skeletonize,12132,14344,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM005025.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005025.png
FSG-Net,AFIO,IM005060,0.7985891084874185,0.6742768320154723,skimage.morphology.skeletonize,14284,16350,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM005060.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005060.png
FSG-Net,AFIO,IM005092,0.8283089236657974,0.7317371864105621,skimage.morphology.skeletonize,14161,15927,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM005092.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005092.png
FSG-Net,AFIO,IM005093,0.8040584798022564,0.7235663474102296,skimage.morphology.skeletonize,14671,16539,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM005093.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005093.png
FSG-Net,AFIO,IM005132,0.8048229265304526,0.7293718594420877,skimage.morphology.skeletonize,14157,17384,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM005132.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005132.png
FSG-Net,AFIO,IM005133,0.7966883887074462,0.7239676052244799,skimage.morphology.skeletonize,16005,18386,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM005133.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005133.png
FSG-Net,AFIO,IM005190,0.6991996642197602,0.573876147024772,skimage.morphology.skeletonize,11198,15330,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM005190.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005190.png
FSG-Net,AFIO,IM005191,0.7834055788348814,0.6899835987953589,skimage.morphology.skeletonize,13517,16444,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\AFIO\pred_masks\IM005191.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005191.png
