"model","dataset","image_id","f1","f2","tvs","structural_utility"
"FR-UNet","CHASEDB1","Image_10R","0.709110883046","0.775053321747","0.465793023704","0.738008538807"
"FSG-Net","CHASEDB1","Image_10R","0.717264676852","0.801216849546","0.576797070727","0.775684135316"
"GAVE","CHASEDB1","Image_10R","0.70675002043","0.798428715184","0.537097706687","0.727463549284"
"SA-UNetv2","CHASEDB1","Image_10R","0.735652235079","0.816353293077","0.602428213529","0.788758115847"
"DCP-1024","CHASEDB1","Image_11L","0.802528387848","0.859835824288","0.672983354673","0.860117338572"
"FR-UNet","CHASEDB1","Image_11L","0.7339793944","0.809037714869","0.594366197183","0.765824300731"
"FSG-Net","CHASEDB1","Image_11L","0.775954002313","0.869316443853","0.73290653009","0.851356755539"
"GAVE","CHASEDB1","Image_11L","0.748416557439","0.814617910843","0.549551856594","0.778431216554"
"SA-UNetv2","CHASEDB1","Image_11L","0.764373015742","0.845041991133","0.765685019206","0.850559137983"
"DCP-1024","CHASEDB1","Image_11R","0.805919536732","0.863312568925","0.599124726477","0.871549243547"
"FR-UNet","CHASEDB1","Image_11R","0.729443690638","0.806388270716","0.462144420131","0.765886862339"
"FSG-Net","CHASEDB1","Image_11R","0.769260246851","0.864467786562","0.648577680525","0.862470979498"
"GAVE","CHASEDB1","Image_11R","0.758484819808","0.817435357297","0.387308533917","0.806717741429"
"SA-UNetv2","CHASEDB1","Image_11R","0.749997907232","0.820884855859","0.684026258206","0.838593717624"
"DCP-1024","CHASEDB1","Image_12L","0.78115321082","0.835883470691","0.419175027871","0.815627267493"
"FR-UNet","CHASEDB1","Image_12L","0.760433886925","0.820576224298","0.369379412858","0.795732171475"
"FSG-Net","CHASEDB1","Image_12L","0.753036136524","0.82501017225","0.487179487179","0.805746537377"
"GAVE","CHASEDB1","Image_12L","0.732915210545","0.771189284416","0.224451876626","0.740547880089"
"SA-UNetv2","CHASEDB1","Image_12L","0.759805142153","0.817971368321","0.478632478632","0.802144895452"
"DCP-1024","CHASEDB1","Image_12R","0.79098229069","0.848208016937","0.536456962359","0.84327297503"
"FR-UNet","CHASEDB1","Image_12R","0.740605849669","0.800022021049","0.437483548302","0.755589734359"
"FSG-Net","CHASEDB1","Image_12R","0.76848343293","0.830382193822","0.578836535931","0.819406075503"
"GAVE","CHASEDB1","Image_12R","0.743398119281","0.793298027461","0.319821005528","0.741168879896"
"SA-UNetv2","CHASEDB1","Image_12R","0.781326240484","0.851839111723","0.644116872861","0.844680214239"
"DCP-1024","CHASEDB1","Image_13L","0.790010568396","0.838601112087","0.33956043956","0.837181132408"
"FR-UNet","CHASEDB1","Image_13L","0.759600546059","0.821063335643","0.395604395604","0.821445395494"
"FSG-Net","CHASEDB1","Image_13L","0.762841013973","0.841597757002","0.515934065934","0.847001833622"
"GAVE","CHASEDB1","Image_13L","0.713047767145","0.805822296404","0.283516483516","0.768365999029"
"SA-UNetv2","CHASEDB1","Image_13L","0.779699016749","0.848796253166","0.490659340659","0.842491068305"
"DCP-1024","CHASEDB1","Image_13R","0.760302985389","0.785832693685","0.388520109332","0.793118582459"
"FR-UNet","CHASEDB1","Image_13R","0.727939364522","0.771731213781","0.449824287388","0.773306366559"
"FSG-Net","CHASEDB1","Image_13R","0.754557634169","0.828910300273","0.572042171027","0.817154905057"
"GAVE","CHASEDB1","Image_13R","0.696060926284","0.748299852706","0.324873096447","0.712562081184"
"SA-UNetv2","CHASEDB1","Image_13R","0.761745388847","0.811509238691","0.541585318235","0.817593081471"
"DCP-1024","CHASEDB1","Image_14L","0.835160342044","0.871379732386","0.645225464191","0.896909073175"
"FR-UNet","CHASEDB1","Image_14L","0.795232661341","0.830105439626","0.514588859416","0.848352108431"
"FSG-Net","CHASEDB1","Image_14L","0.809041542221","0.862783364557","0.671087533156","0.865632390168"
"GAVE","CHASEDB1","Image_14L","0.759743664433","0.777733712231","0.395225464191","0.777894810543"
"SA-UNetv2","CHASEDB1","Image_14L","0.812337436539","0.854272165322","0.769893899204","0.888102963708"
"DCP-1024","CHASEDB1","Image_14R","0.779948355226","0.829775616415","0.466542750929","0.799703346428"
"FR-UNet","CHASEDB1","Image_14R","0.753713405741","0.794549539954","0.305762081784","0.768647624634"
"FSG-Net","CHASEDB1","Image_14R","0.748518948061","0.806923048331","0.494423791822","0.776677331107"
"GAVE","CHASEDB1","Image_14R","0.735799344785","0.748108096677","0.181226765799","0.714145300143"
"SA-UNetv2","CHASEDB1","Image_14R","0.752756100582","0.817089362846","0.531598513011","0.77323603368"
"DCP-1024","DualModal2019","DualModal2019_A1_L4","0.77634878638","0.846883791903","0.709733287149","0.825902871986"
"FR-UNet","DualModal2019","DualModal2019_A1_L4","0.758116434189","0.845299029342","0.732940768964","0.828020997268"
"FSG-Net","DualModal2019","DualModal2019_A1_L4","0.767134791112","0.855878400868","0.757880152407","0.843034700206"
"GAVE","DualModal2019","DualModal2019_A1_L4","0.704750103263","0.815838611037","0.632836854867","0.791227663693"
"SA-UNetv2","DualModal2019","DualModal2019_A1_L4","0.765250045293","0.856747374218","0.821960512643","0.82630371376"
"DCP-1024","DualModal2019","DualModal2019_A1_R2","0.721430703352","0.825632689026","0.749429484254","0.813065753975"
"FR-UNet","DualModal2019","DualModal2019_A1_R2","0.706998730482","0.826847077627","0.798722044728","0.822660719567"
"FSG-Net","DualModal2019","DualModal2019_A1_R2","0.711525277994","0.83522694724","0.803590445763","0.835524002846"
"GAVE","DualModal2019","DualModal2019_A1_R2","0.667675109092","0.797324121852","0.647193062529","0.75957627394"
"SA-UNetv2","DualModal2019","DualModal2019_A1_R2","0.710844494048","0.834186019226","0.862619808307","0.824878902585"
"DCP-1024","DualModal2019","DualModal2019_A2_R2","0.737976559343","0.839720399779","0.763723544974","0.806063795084"
"FR-UNet","DualModal2019","DualModal2019_A2_R2","0.717705146783","0.818461124168","0.792162698413","0.810996130599"
"FSG-Net","DualModal2019","DualModal2019_A2_R2","0.72979971258","0.848424734646","0.836970899471","0.821697782373"
"GAVE","DualModal2019","DualModal2019_A2_R2","0.662383304549","0.798754521994","0.719742063492","0.776211546814"
"SA-UNetv2","DualModal2019","DualModal2019_A2_R2","0.709214621696","0.831947053571","0.851355820106","0.802419253768"
"DCP-1024","DualModal2019","DualModal2019_A3_L1","0.749730231039","0.845871984669","0.745265151515","0.84303007923"
"FR-UNet","DualModal2019","DualModal2019_A3_L1","0.719183230103","0.83876763375","0.818181818182","0.841019541036"
"FSG-Net","DualModal2019","DualModal2019_A3_L1","0.719555157566","0.849441183769","0.858191287879","0.850320009673"
"GAVE","DualModal2019","DualModal2019_A3_L1","0.684208338097","0.821057857095","0.735558712121","0.802911182143"
"SA-UNetv2","DualModal2019","DualModal2019_A3_L1","0.740470456865","0.850891473069","0.860085227273","0.844784211102"
"DCP-1024","DualModal2019","DualModal2019_A3_R1","0.681804880088","0.804059161873","0.713248638838","0.775476367537"
"FR-UNet","DualModal2019","DualModal2019_A3_R1","0.642183692476","0.792702132351","0.8098562055","0.786682513601"
"FSG-Net","DualModal2019","DualModal2019_A3_R1","0.644870874728","0.801321166833","0.861789752897","0.797062790884"
"GAVE","DualModal2019","DualModal2019_A3_R1","0.604769183366","0.767067485264","0.742984782912","0.739569293485"
"SA-UNetv2","DualModal2019","DualModal2019_A3_R1","0.655165969622","0.804572231701","0.839731955884","0.78653688171"
"DCP-1024","DualModal2019","DualModal2019_A4_L3","0.733784744603","0.851376814499","0.751873260544","0.833905413408"
"FR-UNet","DualModal2019","DualModal2019_A4_L3","0.710824198651","0.841936001599","0.829586812246","0.845340430168"
"FSG-Net","DualModal2019","DualModal2019_A4_L3","0.715578944673","0.846834560718","0.826803682295","0.85645183021"
"GAVE","DualModal2019","DualModal2019_A4_L3","0.628333557438","0.795931982059","0.78612716763","0.774708491482"
"SA-UNetv2","DualModal2019","DualModal2019_A4_L3","0.715054276892","0.848680770289","0.876900021409","0.84725780145"
"DCP-1024","DualModal2019","DualModal2019_A4_R2","0.735023727737","0.849278235094","0.810144417048","0.849379300417"
"FR-UNet","DualModal2019","DualModal2019_A4_R2","0.705714051639","0.83694323118","0.866150052836","0.855101253967"
"FSG-Net","DualModal2019","DualModal2019_A4_R2","0.705677168072","0.846732449524","0.897851356111","0.866403340055"
"GAVE","DualModal2019","DualModal2019_A4_R2","0.633242033536","0.800037136443","0.842902430433","0.794626465535"
"SA-UNetv2","DualModal2019","DualModal2019_A4_R2","0.713913207785","0.846922184896","0.897323001057","0.85905165713"
"DCP-1024","DualModal2019","DualModal2019_A5_R4","0.725950386158","0.847832530685","0.853084856161","0.839697825911"
"FR-UNet","DualModal2019","DualModal2019_A5_R4","0.698365799451","0.834236524748","0.868644834449","0.845423999576"
"FSG-Net","DualModal2019","DualModal2019_A5_R4","0.700610814053","0.842762708708","0.905373620409","0.856036452464"
"GAVE","DualModal2019","DualModal2019_A5_R4","0.651032517822","0.81007919626","0.846933236837","0.79605451676"
"SA-UNetv2","DualModal2019","DualModal2019_A5_R4","0.6986195529","0.841134536254","0.932513117424","0.838100940802"
"DCP-1024","DualModal2019","DualModal2019_A6_L2","0.738700754454","0.846213065903","0.791780821918","0.818912424567"
"FR-UNet","DualModal2019","DualModal2019_A6_L2","0.71163073596","0.832466106275","0.844467860906","0.827249772036"
"FSG-Net","DualModal2019","DualModal2019_A6_L2","0.718134463961","0.846438311178","0.866385669125","0.843285295123"
"GAVE","DualModal2019","DualModal2019_A6_L2","0.649481514255","0.802377698825","0.825711275026","0.783192607233"
"SA-UNetv2","DualModal2019","DualModal2019_A6_L2","0.714031066972","0.841154337336","0.908956796628","0.822162728005"
"DCP-1024","DualModal2019","DualModal2019_A6_R3","0.676054663584","0.82169176083","0.859828798533","0.798249487609"
"FR-UNet","DualModal2019","DualModal2019_A6_R3","0.65298867676","0.812308031387","0.897890553348","0.806530566292"
"FSG-Net","DualModal2019","DualModal2019_A6_R3","0.641000866814","0.808667015859","0.920972179762","0.801531763134"
"GAVE","DualModal2019","DualModal2019_A6_R3","0.618740547925","0.773577903237","0.773463772547","0.744700754848"
"SA-UNetv2","DualModal2019","DualModal2019_A6_R3","0.674152839448","0.82665398139","0.921430755121","0.808453367916"
"DCP-1024","DualModal2019","DualModal2019_A7_L1","0.700042778461","0.813273033366","0.679407669915","0.774060570382"
"FR-UNet","DualModal2019","DualModal2019_A7_L1","0.67501287737","0.810313936513","0.774585495507","0.788523696121"
"FSG-Net","DualModal2019","DualModal2019_A7_L1","0.670134363085","0.81736598122","0.81787115555","0.803746011611"
"GAVE","DualModal2019","DualModal2019_A7_L1","0.635764814892","0.785429367271","0.710796101759","0.750236724626"
"SA-UNetv2","DualModal2019","DualModal2019_A7_L1","0.685638649901","0.821618584079","0.81837742058","0.796197891602"
"DCP-1024","DualModal2019","DualModal2019_A7_R1","0.696555052448","0.824293589817","0.776539836031","0.792766458603"
"FR-UNet","DualModal2019","DualModal2019_A7_R1","0.66453312752","0.813171889808","0.847382804288","0.787783049471"
"FSG-Net","DualModal2019","DualModal2019_A7_R1","0.645030888642","0.809005372072","0.876602900988","0.764200425981"
"GAVE","DualModal2019","DualModal2019_A7_R1","0.628521734682","0.784701310231","0.763085978558","0.752403481357"
"SA-UNetv2","DualModal2019","DualModal2019_A7_R1","0.667745964198","0.819966374335","0.872608787051","0.789233899613"
"DCP-1024","DualModal2019","DualModal2019_C1_L4","0.783778548663","0.868460691959","0.79104197901","0.873813927691"
"FR-UNet","DualModal2019","DualModal2019_C1_L4","0.764426463213","0.866320637361","0.847263868066","0.88252361704"
"FSG-Net","DualModal2019","DualModal2019_C1_L4","0.765150346955","0.878008088979","0.890179910045","0.887150331578"
"GAVE","DualModal2019","DualModal2019_C1_L4","0.710459662537","0.833215507383","0.778110944528","0.837962797256"
"SA-UNetv2","DualModal2019","DualModal2019_C1_L4","0.781651146661","0.881548104493","0.895989505247","0.890763276944"
"DCP-1024","DualModal2019","DualModal2019_C1_R4","0.791752310166","0.870882815557","0.753649915476","0.872008324365"
"FR-UNet","DualModal2019","DualModal2019_C1_R4","0.759267574714","0.863553480771","0.814507453512","0.879085969281"
"FSG-Net","DualModal2019","DualModal2019_C1_R4","0.762331057166","0.875495920072","0.882895343476","0.885379538436"
"GAVE","DualModal2019","DualModal2019_C1_R4","0.726851628984","0.842829037628","0.782388197326","0.827233205427"
"SA-UNetv2","DualModal2019","DualModal2019_C1_R4","0.779077399485","0.880350527541","0.867373597664","0.891668192464"
"DCP-1024","DualModal2019","DualModal2019_C2_L4","0.798932063819","0.872845403199","0.745418848168","0.849535478091"
"FR-UNet","DualModal2019","DualModal2019_C2_L4","0.769631640358","0.870366622728","0.823298429319","0.859362037869"
"FSG-Net","DualModal2019","DualModal2019_C2_L4","0.779689610699","0.876436702633","0.790794066318","0.849588362962"
"GAVE","DualModal2019","DualModal2019_C2_L4","0.709559446006","0.832743834103","0.769197207679","0.790872818296"
"SA-UNetv2","DualModal2019","DualModal2019_C2_L4","0.781605583588","0.884130169684","0.891361256545","0.864672018275"
"DCP-1024","DualModal2019","DualModal2019_C2_R3","0.756316497493","0.852364662784","0.78779918272","0.854286475298"
"FR-UNet","DualModal2019","DualModal2019_C2_R3","0.73367442243","0.845111210952","0.823117338004","0.860623487073"
"FSG-Net","DualModal2019","DualModal2019_C2_R3","0.732082648915","0.851925181894","0.844570928196","0.859020975233"
"GAVE","DualModal2019","DualModal2019_C2_R3","0.686129836447","0.811535908563","0.730735551664","0.79727115201"
"SA-UNetv2","DualModal2019","DualModal2019_C2_R3","0.738400467017","0.853405444501","0.86660828955","0.862657560393"
"DCP-1024","DualModal2019","DualModal2019_C3_L1","0.752484038994","0.849815825452","0.751273653566","0.815134987765"
"FR-UNet","DualModal2019","DualModal2019_C3_L1","0.7262918458","0.842280590781","0.830240174672","0.825044341236"
"FSG-Net","DualModal2019","DualModal2019_C3_L1","0.724934673603","0.845986478282","0.832059679767","0.827798202396"
"GAVE","DualModal2019","DualModal2019_C3_L1","0.697062290698","0.814966072222","0.717430858806","0.777598547265"
"SA-UNetv2","DualModal2019","DualModal2019_C3_L1","0.725264449769","0.849532175432","0.890465793304","0.812780293547"
"DCP-1024","DualModal2019","DualModal2019_C3_R1","0.7897802057","0.873444854656","0.766023166023","0.852490760817"
"FR-UNet","DualModal2019","DualModal2019_C3_R1","0.759371207943","0.865349561649","0.843243243243","0.845044072062"
"FSG-Net","DualModal2019","DualModal2019_C3_R1","0.748961519884","0.866211817633","0.853088803089","0.842793741733"
"GAVE","DualModal2019","DualModal2019_C3_R1","0.709323451453","0.838847824393","0.773359073359","0.780519036568"
"SA-UNetv2","DualModal2019","DualModal2019_C3_R1","0.764658999081","0.869735467056","0.864864864865","0.841436818797"
"DCP-1024","DualModal2019","DualModal2019_C4_L2","0.665749153692","0.790053811715","0.692636793515","0.764509788054"
"FR-UNet","DualModal2019","DualModal2019_C4_L2","0.654731933576","0.797643617552","0.759513623058","0.787977640642"
"FSG-Net","DualModal2019","DualModal2019_C4_L2","0.642235488743","0.796045182629","0.809052015312","0.779845804776"
"GAVE","DualModal2019","DualModal2019_C4_L2","0.620201581641","0.755477651183","0.616302634542","0.75702703582"
"SA-UNetv2","DualModal2019","DualModal2019_C4_L2","0.665084514036","0.793972185953","0.80747579374","0.786147579956"
"DCP-1024","DualModal2019","DualModal2019_C4_R2","0.695740352256","0.800564747614","0.7234393404","0.760854704897"
"FR-UNet","DualModal2019","DualModal2019_C4_R2","0.636504104897","0.740754649396","0.812485276796","0.739985340913"
"FSG-Net","DualModal2019","DualModal2019_C4_R2","0.66710647221","0.798033805246","0.798351001178","0.770543946094"
"GAVE","DualModal2019","DualModal2019_C4_R2","0.625050583247","0.749417780478","0.581625441696","0.752998050077"
"SA-UNetv2","DualModal2019","DualModal2019_C4_R2","0.690051342739","0.80597694","0.767726737338","0.775328100014"
"DCP-1024","DualModal2019","DualModal2019_C5_L1","0.779175370084","0.863982759619","0.743511723644","0.857176699655"
"FR-UNet","DualModal2019","DualModal2019_C5_L1","0.744997336175","0.85530581238","0.829425451942","0.864777375418"
"FSG-Net","DualModal2019","DualModal2019_C5_L1","0.74961880225","0.866748050318","0.878288884911","0.867812479278"
"GAVE","DualModal2019","DualModal2019_C5_L1","0.69688552686","0.83417632869","0.800429568641","0.828102771392"
"SA-UNetv2","DualModal2019","DualModal2019_C5_L1","0.764798107752","0.869445088587","0.872382316091","0.867334885747"
"DCP-1024","DualModal2019","DualModal2019_C5_R1","0.753932372878","0.859381701633","0.837945879459","0.846305532428"
"FR-UNet","DualModal2019","DualModal2019_C5_R1","0.729136436562","0.849397206098","0.890067650677","0.849625456605"
"FSG-Net","DualModal2019","DualModal2019_C5_R1","0.727481508636","0.854517591631","0.90467404674","0.85331774017"
"GAVE","DualModal2019","DualModal2019_C5_R1","0.676100854824","0.815008708732","0.810578105781","0.794386246833"
"SA-UNetv2","DualModal2019","DualModal2019_C5_R1","0.744753050423","0.861026569583","0.912669126691","0.849496037292"
"DCP-1024","DualModal2019","DualModal2019_C6_L2","0.80036605638","0.883488739649","0.673469387755","0.857981559338"
"FR-UNet","DualModal2019","DualModal2019_C6_L2","0.778327866479","0.878047615936","0.767713827104","0.866961456166"
"FSG-Net","DualModal2019","DualModal2019_C6_L2","0.777143296399","0.883523557216","0.807612932814","0.869002158136"
"GAVE","DualModal2019","DualModal2019_C6_L2","0.705445147848","0.842353796728","0.736069708782","0.814594183222"
"SA-UNetv2","DualModal2019","DualModal2019_C6_L2","0.789196103954","0.886663859465","0.814950699381","0.854319278971"
"DCP-1024","DualModal2019","DualModal2019_C6_R2","0.788151304047","0.87844688404","0.76234425473","0.870326444351"
"FR-UNet","DualModal2019","DualModal2019_C6_R2","0.760054834502","0.866285794929","0.808952468851","0.866797833117"
"FSG-Net","DualModal2019","DualModal2019_C6_R2","0.763275635853","0.873214456185","0.824873096447","0.878518732871"
"GAVE","DualModal2019","DualModal2019_C6_R2","0.70867103649","0.840373780806","0.68689432395","0.821470227615"
"SA-UNetv2","DualModal2019","DualModal2019_C6_R2","0.772562409045","0.874554251434","0.884633133364","0.874737544578"
"DCP-1024","DualModal2019","DualModal2019_C7_L4","0.779553987939","0.862440082978","0.694963573012","0.854553782686"
"FR-UNet","DualModal2019","DualModal2019_C7_L4","0.746927412959","0.85709504113","0.803452644916","0.863030300279"
"FSG-Net","DualModal2019","DualModal2019_C7_L4","0.758351308809","0.872234644091","0.841938549256","0.864363912447"
"GAVE","DualModal2019","DualModal2019_C7_L4","0.710224428917","0.842172484522","0.771143490656","0.821762361401"
"SA-UNetv2","DualModal2019","DualModal2019_C7_L4","0.769954525769","0.875439486306","0.853975293","0.872032449019"
"DCP-1024","DualModal2019","DualModal2019_C7_R3","0.788290996113","0.862784169236","0.639479392625","0.849669177156"
"FR-UNet","DualModal2019","DualModal2019_C7_R3","0.755839828003","0.856729970196","0.748156182213","0.851851647874"
"FSG-Net","DualModal2019","DualModal2019_C7_R3","0.763138000302","0.86280705953","0.773752711497","0.859739332938"
"GAVE","DualModal2019","DualModal2019_C7_R3","0.724964037908","0.829013350621","0.584815618221","0.796945731294"
"SA-UNetv2","DualModal2019","DualModal2019_C7_R3","0.772250207643","0.87369268882","0.82863340564","0.860200516065"
"DCP-1024","DualModal2019","DualModal2019_C8_L4","0.796281076639","0.868655987125","0.679599754952","0.839833037556"
"FR-UNet","DualModal2019","DualModal2019_C8_L4","0.768685454227","0.864587640029","0.769246477435","0.847768957469"
"FSG-Net","DualModal2019","DualModal2019_C8_L4","0.763561287403","0.873501187403","0.839289360833","0.842812150342"
"GAVE","DualModal2019","DualModal2019_C8_L4","0.717702615544","0.840712453136","0.725954666122","0.812913946101"
"SA-UNetv2","DualModal2019","DualModal2019_C8_L4","0.789912953409","0.876800042451","0.812538288748","0.852800611229"
"DCP-1024","DualModal2019","DualModal2019_C8_R2","0.785165124959","0.870851107871","0.700761473554","0.843578916863"
"FR-UNet","DualModal2019","DualModal2019_C8_R2","0.769165898527","0.869161488206","0.772175344721","0.856274859929"
"FSG-Net","DualModal2019","DualModal2019_C8_R2","0.768223155034","0.876291040066","0.773821774028","0.859308328802"
"GAVE","DualModal2019","DualModal2019_C8_R2","0.741769667289","0.842393223511","0.627701173081","0.80647699485"
"SA-UNetv2","DualModal2019","DualModal2019_C8_R2","0.786635782415","0.883277454136","0.839473142622","0.8652755361"
"DCP-1024","DualModal2019","DualModal2019_C9_L4","0.790655994336","0.873498172751","0.837195994278","0.872913680798"
"FR-UNet","DualModal2019","DualModal2019_C9_L4","0.772506715649","0.873072824668","0.868669527897","0.873788481783"
"FSG-Net","DualModal2019","DualModal2019_C9_L4","0.77309435841","0.879924890425","0.889842632332","0.877614607348"
"GAVE","DualModal2019","DualModal2019_C9_L4","0.74325888992","0.848181125607","0.665808297568","0.833244215676"
"SA-UNetv2","DualModal2019","DualModal2019_C9_L4","0.788610787738","0.883907212758","0.894992846924","0.864722324245"
"DCP-1024","DualModal2019","DualModal2019_C9_R5","0.829004865303","0.878439337814","0.77036199095","0.878642021899"
"FR-UNet","DualModal2019","DualModal2019_C9_R5","0.801723499084","0.879947014943","0.827828054299","0.882660890985"
"FSG-Net","DualModal2019","DualModal2019_C9_R5","0.805980481103","0.889247105275","0.853846153846","0.877003707563"
"GAVE","DualModal2019","DualModal2019_C9_R5","0.760401280768","0.865482256412","0.769683257919","0.8535040337"
"SA-UNetv2","DualModal2019","DualModal2019_C9_R5","0.808781075629","0.892802198692","0.891628959276","0.870668304868"
"DCP-1024","HRF","01_dr","0.670358900478","0.751876462727","0.581516415237","0.617994939894"
"FR-UNet","HRF","01_dr","0.618325088729","0.719558419569","0.579249349268","0.562241573207"
"FSG-Net","HRF","01_dr","0.672376174847","0.776614314405","0.69458982899","0.645920057321"
"GAVE","HRF","01_dr","0.686636156981","0.762722497993","0.529122001735","0.607651508779"
"SA-UNetv2","HRF","01_dr","0.628458841841","0.764668720964","0.723585882616","0.646015410099"
"DCP-1024","HRF","01_g","0.718599743028","0.776234272365","0.421219547355","0.662361137124"
"FR-UNet","HRF","01_g","0.656492217221","0.731055711506","0.376459564653","0.584022662641"
"FSG-Net","HRF","01_g","0.72667162832","0.798541333711","0.511748594493","0.695023812626"
"GAVE","HRF","01_g","0.741434474893","0.772848629989","0.360314256883","0.66594226063"
"SA-UNetv2","HRF","01_g","0.677330959233","0.786974396633","0.550694344337","0.689702896345"
"DCP-1024","HRF","01_h","0.776648933804","0.729582628307","0.254509949786","0.722613591834"
"FR-UNet","HRF","01_h","0.735762637017","0.739057792988","0.271464881284","0.661945856366"
"FSG-Net","HRF","01_h","0.807624814889","0.798174402477","0.410668898394","0.775615755196"
"GAVE","HRF","01_h","0.812703923634","0.778565882805","0.403477775711","0.788983647212"
"SA-UNetv2","HRF","01_h","0.787907762054","0.801203733566","0.359370156841","0.759040553697"
"DCP-1024","HRF","02_dr","0.716116273492","0.766292532179","0.416845191115","0.663435653247"
"FR-UNet","HRF","02_dr","0.644086791597","0.711185707138","0.369038223024","0.567133217167"
"FSG-Net","HRF","02_dr","0.740467040109","0.8061864881","0.556263389334","0.73372025549"
"GAVE","HRF","02_dr","0.741157506569","0.777593966067","0.479535460593","0.720152150527"
"SA-UNetv2","HRF","02_dr","0.685395405093","0.786857199702","0.542112977788","0.70310181579"
"DCP-1024","HRF","02_g","0.753393544209","0.78578292493","0.360712596563","0.672355509531"
"FR-UNet","HRF","02_g","0.677429299125","0.741341909838","0.348685840409","0.597656825797"
"FSG-Net","HRF","02_g","0.753887790803","0.819924031976","0.493615008671","0.719319882933"
"GAVE","HRF","02_g","0.765292683441","0.804495118176","0.415148307471","0.714998666211"
"SA-UNetv2","HRF","02_g","0.709963419511","0.796891954339","0.457039255873","0.695356915645"
"DCP-1024","HRF","02_h","0.799945332098","0.766506204424","0.37271004422","0.78216475608"
"FR-UNet","HRF","02_h","0.744606620563","0.764672069953","0.37989576753","0.696492741838"
"FSG-Net","HRF","02_h","0.841224252293","0.855108227936","0.621051800379","0.851866990198"
"GAVE","HRF","02_h","0.854516670091","0.840187407083","0.672220467467","0.879968286211"
"SA-UNetv2","HRF","02_h","0.814677418602","0.843006803569","0.518517056222","0.825252748416"
"DCP-1024","HRF","03_dr","0.740488782413","0.772392798094","0.330594722623","0.676899767509"
"FR-UNet","HRF","03_dr","0.673185497023","0.734892580221","0.311239406388","0.60065991101"
"FSG-Net","HRF","03_dr","0.73683109092","0.803241788116","0.460308648829","0.714667361717"
"GAVE","HRF","03_dr","0.760130260474","0.799111546959","0.403797046741","0.727297803664"
"SA-UNetv2","HRF","03_dr","0.702473923863","0.788575495697","0.430554013545","0.700486829387"
"DCP-1024","HRF","03_g","0.711505259768","0.777886004031","0.416398100981","0.675850214462"
"FR-UNet","HRF","03_g","0.654904069561","0.70935383012","0.325640225942","0.584619090811"
"FSG-Net","HRF","03_g","0.746220065854","0.805449452406","0.483418234744","0.7175708204"
"GAVE","HRF","03_g","0.751847030173","0.765295223938","0.312541151194","0.688920134701"
"SA-UNetv2","HRF","03_g","0.697229338352","0.795912322956","0.506358942371","0.700024813781"
"DCP-1024","HRF","03_h","0.770932721118","0.718796416358","0.315481416447","0.763766851347"
"FR-UNet","HRF","03_h","0.703594121297","0.679297455903","0.208077260755","0.645415238637"
"FSG-Net","HRF","03_h","0.805121341854","0.77271730242","0.464442493415","0.817444337329"
"GAVE","HRF","03_h","0.776368952581","0.722402591506","0.412935323383","0.79946534239"
"SA-UNetv2","HRF","03_h","0.785404460729","0.801782931654","0.500673105063","0.807944490217"
"DCP-1024","HRF","04_dr","0.738415130599","0.78055014403","0.312065045132","0.647994035242"
"FR-UNet","HRF","04_dr","0.674563932509","0.73871868937","0.283504444291","0.566238217173"
"FSG-Net","HRF","04_dr","0.74729067661","0.809856004262","0.407634534555","0.703709989382"
"GAVE","HRF","04_dr","0.778058518612","0.799341410703","0.37325156756","0.697397020936"
"SA-UNetv2","HRF","04_dr","0.702315064409","0.79109617811","0.37604216909","0.670334248202"
"DCP-1024","HRF","04_g","0.734614689548","0.773797495787","0.393434064247","0.694377587734"
"FR-UNet","HRF","04_g","0.664990053245","0.709806602746","0.320250598858","0.596905750043"
"FSG-Net","HRF","04_g","0.759642173753","0.805522689056","0.48710152939","0.740103759708"
"GAVE","HRF","04_g","0.75821798373","0.782061734763","0.393004115226","0.734497340199"
"SA-UNetv2","HRF","04_g","0.708210470222","0.795967642808","0.505835022419","0.724328983254"
"DCP-1024","HRF","04_h","0.804554154796","0.77974027307","0.314250803276","0.77552801761"
"FR-UNet","HRF","04_h","0.733676870352","0.72977678331","0.204824184278","0.662068662048"
"FSG-Net","HRF","04_h","0.832524336796","0.828935041493","0.509299904964","0.830251955203"
"GAVE","HRF","04_h","0.823811723678","0.796227375049","0.500022627506","0.837781690815"
"SA-UNetv2","HRF","04_h","0.787512694388","0.829893851716","0.504457618681","0.801090830468"
"DCP-1024","HRF","05_dr","0.726907340108","0.795679123248","0.479790761491","0.719093879211"
"FR-UNet","HRF","05_dr","0.655418872104","0.738653284782","0.393980105191","0.619131669631"
"FSG-Net","HRF","05_dr","0.727583483316","0.813601531874","0.577521152527","0.7433691278"
"GAVE","HRF","05_dr","0.743907021859","0.778350270093","0.375828950377","0.708176174791"
"SA-UNetv2","HRF","05_dr","0.668886406444","0.794765185591","0.608306654471","0.741985870325"
"DCP-1024","HRF","05_g","0.756127590592","0.802836896209","0.446696848237","0.712933364473"
"FR-UNet","HRF","05_g","0.680793797517","0.745336862588","0.379797572018","0.608867529312"
"FSG-Net","HRF","05_g","0.764426813172","0.833554627758","0.573891980738","0.753057980548"
"GAVE","HRF","05_g","0.777807769962","0.789242838398","0.344127569999","0.71901920385"
"SA-UNetv2","HRF","05_g","0.719802375794","0.81506676573","0.55633092073","0.737415159166"
