"model","dataset","image_id","f1","f2","tvs","structural_utility"
"GAVE","AFIO","IM004163","0.642452597882","0.573461040697","0.5","0.646113991225"
"SA-UNetv2","AFIO","IM004163","0.690729637487","0.64280146824","0.673913043478","0.716845729654"
"DCP-1024","AFIO","IM004455","0.597147275782","0.494545997357","0.6","0.674988040629"
"FR-UNet","AFIO","IM004455","0.651786942456","0.572004950318","0.9","0.700464456262"
"FSG-Net","AFIO","IM004455","0.676359899037","0.597878366823","0.65","0.738403583492"
"GAVE","AFIO","IM004455","0.623358056486","0.548800082839","0.95","0.658162440856"
"SA-UNetv2","AFIO","IM004455","0.68804890354","0.619325677039","0.9","0.749189668376"
"DCP-1024","AFIO","IM004512","0.606159895151","0.51231084499","0.35","0.652766365521"
"FR-UNet","AFIO","IM004512","0.645777578306","0.579073307815","0.35","0.672244034365"
"FSG-Net","AFIO","IM004512","0.680168627753","0.612560493744","0.25","0.719964693413"
"GAVE","AFIO","IM004512","0.608614168784","0.539253639672","0.4","0.612248631542"
"SA-UNetv2","AFIO","IM004512","0.678834195917","0.620678200638","0.4","0.71450721993"
"DCP-1024","AFIO","IM004513","0.641135721164","0.555578287255","0.457142857143","0.705519362524"
"FR-UNet","AFIO","IM004513","0.688805730545","0.642657190964","0.457142857143","0.730905784068"
"FSG-Net","AFIO","IM004513","0.712117339852","0.662892618574","0.514285714286","0.765400884219"
"GAVE","AFIO","IM004513","0.647692862499","0.591669873833","0.457142857143","0.676368583847"
"SA-UNetv2","AFIO","IM004513","0.713776031089","0.669501735021","0.457142857143","0.769437632065"
"DCP-1024","AFIO","IM004515","0.662666930315","0.569001388111","0.318181818182","0.74929177812"
"FR-UNet","AFIO","IM004515","0.682566894792","0.606838023704","0.363636363636","0.732067258974"
"FSG-Net","AFIO","IM004515","0.718201695432","0.646827721903","0.363636363636","0.789935513306"
"GAVE","AFIO","IM004515","0.68215399259","0.617244598989","0.5","0.738081641116"
"SA-UNetv2","AFIO","IM004515","0.71968972574","0.649307509598","0.272727272727","0.796748506852"
"DCP-1024","AFIO","IM004516","0.651398372463","0.555980456338","0.117647058824","0.717841384315"
"FR-UNet","AFIO","IM004516","0.685488386008","0.620282927659","0.117647058824","0.71660303137"
"FSG-Net","AFIO","IM004516","0.722345929113","0.662356882094","0.117647058824","0.78570116046"
"GAVE","AFIO","IM004516","0.695008813817","0.64191544266","0.0588235294118","0.712745571024"
"SA-UNetv2","AFIO","IM004516","0.721240377318","0.662887034164","0.235294117647","0.779425390441"
"DCP-1024","AFIO","IM004538","0.610486247544","0.514626880503","0.48275862069","0.67697237945"
"FR-UNet","AFIO","IM004538","0.66163825447","0.595084786434","0.51724137931","0.693166095468"
"FSG-Net","AFIO","IM004538","0.695672184137","0.64095812871","0.586206896552","0.742295652992"
"GAVE","AFIO","IM004538","0.635924629444","0.557940914721","0.551724137931","0.667620901186"
"SA-UNetv2","AFIO","IM004538","0.690083658065","0.628506871781","0.724137931034","0.739732658229"
"DCP-1024","AFIO","IM004539","0.611073057885","0.513833949141","0.642857142857","0.696344191746"
"FR-UNet","AFIO","IM004539","0.685809732294","0.62557980872","0.642857142857","0.746047545638"
"FSG-Net","AFIO","IM004539","0.712104161509","0.65496718902","0.642857142857","0.785298900005"
"GAVE","AFIO","IM004539","0.614265098714","0.534130301522","0.571428571429","0.675652025308"
"SA-UNetv2","AFIO","IM004539","0.702151768342","0.638916777411","0.642857142857","0.771269489192"
"DCP-1024","AFIO","IM004564","0.678802534922","0.590802939472","0.444444444444","0.787939810382"
"FR-UNet","AFIO","IM004564","0.730342152366","0.682173898903","0.888888888889","0.798111256051"
"FSG-Net","AFIO","IM004564","0.736515431538","0.695872386555","0.814814814815","0.811946032552"
"GAVE","AFIO","IM004564","0.689798251129","0.624545926847","0.407407407407","0.760062069607"
"SA-UNetv2","AFIO","IM004564","0.747737341858","0.699848141561","0.62962962963","0.826881352363"
"DCP-1024","AFIO","IM004790","0.628323696116","0.556247544284","0.647058823529","0.659598786152"
"FR-UNet","AFIO","IM004790","0.647119764688","0.608145396761","0.647058823529","0.664409385477"
"FSG-Net","AFIO","IM004790","0.672114269721","0.647805067911","0.647058823529","0.701744687729"
"GAVE","AFIO","IM004790","0.59519456926","0.528376367048","0.647058823529","0.640854297535"
"SA-UNetv2","AFIO","IM004790","0.626584743447","0.548912888494","0.647058823529","0.665685965809"
"DCP-1024","AFIO","IM004993","0.640174203032","0.549351964816","0.74358974359","0.722055162103"
"FR-UNet","AFIO","IM004993","0.649584625117","0.575114654481","0.820512820513","0.703581021701"
"FSG-Net","AFIO","IM004993","0.696972465887","0.628861163021","0.820512820513","0.763106397154"
"GAVE","AFIO","IM004993","0.630621174228","0.549682105479","0.153846153846","0.691442713239"
"SA-UNetv2","AFIO","IM004993","0.707273731838","0.646191123263","0.897435897436","0.771548210091"
"DCP-1024","AFIO","IM005024","0.599719800602","0.497196209751","0.609756097561","0.696342629424"
"FR-UNet","AFIO","IM005024","0.660642383039","0.582501195886","0.731707317073","0.719034011683"
"FSG-Net","AFIO","IM005024","0.685450589348","0.604101406261","0.609756097561","0.771781721134"
"GAVE","AFIO","IM005024","0.644132669227","0.569150484893","0.536585365854","0.694974970889"
"SA-UNetv2","AFIO","IM005024","0.693849251101","0.617597896628","0.585365853659","0.770623357709"
"DCP-1024","AFIO","IM005025","0.615873886513","0.515642276538","0.625","0.723373431507"
"FR-UNet","AFIO","IM005025","0.678173329166","0.609196693056","0.75","0.749427019297"
"FSG-Net","AFIO","IM005025","0.690514847871","0.614600951894","0.833333333333","0.774312505606"
"GAVE","AFIO","IM005025","0.637063669836","0.566787491468","0.375","0.688877095776"
"SA-UNetv2","AFIO","IM005025","0.709314792553","0.645367261032","0.75","0.797120772439"
"DCP-1024","AFIO","IM005060","0.656530872275","0.566257133904","0.625","0.74351167488"
"FR-UNet","AFIO","IM005060","0.683908045977","0.618869065443","0.75","0.737891987015"
"FSG-Net","AFIO","IM005060","0.708885177819","0.642596805008","0.625","0.773331720308"
"GAVE","AFIO","IM005060","0.657438210999","0.589230314992","0.6875","0.691355504737"
"SA-UNetv2","AFIO","IM005060","0.719202248068","0.660691518579","0.625","0.784832684244"
"DCP-1024","AFIO","IM005092","0.639982423732","0.538479066567","0.619047619048","0.760041806862"
"FR-UNet","AFIO","IM005092","0.694868862678","0.617110861145","0.761904761905","0.778842660978"
"FSG-Net","AFIO","IM005092","0.720541838415","0.643021374809","0.714285714286","0.828084012037"
"GAVE","AFIO","IM005092","0.678808930546","0.603132037628","0.380952380952","0.736484518685"
"SA-UNetv2","AFIO","IM005092","0.73233586709","0.662728059024","0.952380952381","0.830515804772"
"DCP-1024","AFIO","IM005093","0.626642462353","0.528162543794","0.857142857143","0.723474056969"
"FR-UNet","AFIO","IM005093","0.671234982942","0.596374376961","0.857142857143","0.732958574996"
"FSG-Net","AFIO","IM005093","0.710363314703","0.632351444213","0.857142857143","0.802887734985"
"GAVE","AFIO","IM005093","0.656481365813","0.582495359368","0.857142857143","0.718899029265"
"SA-UNetv2","AFIO","IM005093","0.721320633502","0.657731385599","0.857142857143","0.796029040089"
"DCP-1024","AFIO","IM005132","0.645970960639","0.544614625939","0.823529411765","0.758594364307"
"FR-UNet","AFIO","IM005132","0.684844311713","0.605135961921","0.901960784314","0.755381802314"
"FSG-Net","AFIO","IM005132","0.69902583651","0.614638797026","0.921568627451","0.782624952665"
"GAVE","AFIO","IM005132","0.689742787747","0.6237524741","0.921568627451","0.727643173887"
"SA-UNetv2","AFIO","IM005132","0.729125666613","0.659655017358","0.901960784314","0.808345756151"
"DCP-1024","AFIO","IM005133","0.614116207544","0.512029170374","0.5","0.717501869278"
"FR-UNet","AFIO","IM005133","0.658731443995","0.577535732154","0.642857142857","0.726081107445"
"FSG-Net","AFIO","IM005133","0.684044847083","0.600963324252","0.714285714286","0.777257981481"
"GAVE","AFIO","IM005133","0.654447281789","0.574746961648","0.642857142857","0.71730803615"
"SA-UNetv2","AFIO","IM005133","0.719203405559","0.649509934339","0.785714285714","0.806568473536"
"DCP-1024","AFIO","IM005190","0.548116075448","0.443669433886","0.25","0.630185098065"
"FR-UNet","AFIO","IM005190","0.629306426279","0.550425996577","0.25","0.667508855126"
"FSG-Net","AFIO","IM005190","0.64916362919","0.569204448784","0.25","0.713951281825"
"GAVE","AFIO","IM005190","0.604875291077","0.530111783775","0.375","0.617722844731"
"SA-UNetv2","AFIO","IM005190","0.677906789091","0.615483799324","0.4375","0.73286636085"
"DCP-1024","AFIO","IM005191","0.613049921274","0.509475845868","0.5","0.721164722787"
"FR-UNet","AFIO","IM005191","0.657053072328","0.576551808772","0.6","0.719617310755"
"FSG-Net","AFIO","IM005191","0.68843663752","0.600879819533","0.5","0.779753244935"
"GAVE","AFIO","IM005191","0.655397179039","0.586044017733","0.5","0.70788996226"
"SA-UNetv2","AFIO","IM005191","0.716366163718","0.650687897958","0.65","0.796457633552"
"DCP-1024","AFIO","IM005249","0.638559228189","0.556318991612","0.869565217391","0.698666150954"
"FR-UNet","AFIO","IM005249","0.663634307542","0.605614732895","0.782608695652","0.701072929669"
"FSG-Net","AFIO","IM005249","0.683538718846","0.615662296518","0.826086956522","0.751217524135"
"GAVE","AFIO","IM005249","0.626353808799","0.570770177098","0.826086956522","0.676821789171"
"SA-UNetv2","AFIO","IM005249","0.708981466661","0.661678164666","0.869565217391","0.764981403338"
"DCP-1024","AFIO","IM005283","0.633469834033","0.533528745378","0","0.734615894072"
"FR-UNet","AFIO","IM005283","0.651044627102","0.563905589909","0.416666666667","0.716194520909"
"FSG-Net","AFIO","IM005283","0.692043895748","0.608473562797","0.166666666667","0.784431568124"
"GAVE","AFIO","IM005283","0.636052418641","0.562422628997","0.583333333333","0.678520780478"
"SA-UNetv2","AFIO","IM005283","0.713593637696","0.641445601976","0.333333333333","0.800807017752"
"DCP-1024","AFIO","IM005320","0.628061400483","0.554624792482","0.571428571429","0.655079035599"
"FR-UNet","AFIO","IM005320","0.634888024591","0.595595742865","0.714285714286","0.659191027971"
"FSG-Net","AFIO","IM005320","0.667360001224","0.635904446012","0.571428571429","0.699793500466"
"GAVE","AFIO","IM005320","0.552260997206","0.458574484147","0.5","0.579152885351"
"SA-UNetv2","AFIO","IM005320","0.655847632856","0.596420309485","0.714285714286","0.682206449329"
"DCP-1024","AFIO","IM005321","0.677399873097","0.605944976011","0.5","0.751189015595"
"FR-UNet","AFIO","IM005321","0.646928897675","0.621927978043","0.5","0.712083939917"
"FSG-Net","AFIO","IM005321","0.682890883566","0.685244112638","0.5","0.758896285193"
"GAVE","AFIO","IM005321","0.568349783054","0.495819641446","0.375","0.672497283865"
"SA-UNetv2","AFIO","IM005321","0.69129086137","0.664561607709","0.5","0.764052104715"
"DCP-1024","AFIO","IM005357","0.627794810203","0.538144924269","0.541666666667","0.706927547636"
"FR-UNet","AFIO","IM005357","0.666990747492","0.632203327354","0.791666666667","0.720825836524"
"FSG-Net","AFIO","IM005357","0.707734878012","0.672208666627","0.833333333333","0.780295037321"
"GAVE","AFIO","IM005357","0.610843031507","0.524352843331","0.75","0.650500296146"
"SA-UNetv2","AFIO","IM005357","0.696608104264","0.662833980967","0.833333333333","0.749298846915"
"DCP-1024","AFIO","IM005387","0.669985803691","0.589249036324","0.566666666667","0.734909392912"
"FR-UNet","AFIO","IM005387","0.65948685154","0.591835705441","0.6","0.707012797739"
"FSG-Net","AFIO","IM005387","0.71885779446","0.653189402391","0.7","0.798944363384"
"GAVE","AFIO","IM005387","0.64714591059","0.587311270134","0.8","0.684719734693"
"SA-UNetv2","AFIO","IM005387","0.718923147122","0.661689333502","0.766666666667","0.788425812449"
"DCP-1024","AFIO","IM005456","0.660642545909","0.589067336205","0.5","0.70913586193"
"FR-UNet","AFIO","IM005456","0.645748542841","0.583651068126","0.5","0.674130718804"
"FSG-Net","AFIO","IM005456","0.705014258419","0.651480029098","0.571428571429","0.758193566621"
"GAVE","AFIO","IM005456","0.646426341186","0.60135874502","0.642857142857","0.676934718554"
"SA-UNetv2","AFIO","IM005456","0.694566780001","0.644163210023","0.5","0.750128848986"
"DCP-1024","AFIO","IM005457","0.662123220743","0.577553670623","1","0.731594430793"
"FR-UNet","AFIO","IM005457","0.646124325604","0.563239539729","0.941176470588","0.699397384968"
"FSG-Net","AFIO","IM005457","0.710218281672","0.646995724077","1","0.783738228348"
"GAVE","AFIO","IM005457","0.664987174789","0.611955429007","0.588235294118","0.687972706188"
"SA-UNetv2","AFIO","IM005457","0.70816025188","0.650257241376","1","0.773756650295"
"DCP-1024","AFIO","IM005488","0.627632904961","0.527471819826","0.0833333333333","0.686727655355"
"FR-UNet","AFIO","IM005488","0.674726070469","0.600875936588","0.361111111111","0.704870640992"
"FSG-Net","AFIO","IM005488","0.714160354009","0.642626522222","0.333333333333","0.775661636291"
"GAVE","AFIO","IM005488","0.681450932333","0.621782682058","0.277777777778","0.70278400076"
"SA-UNetv2","AFIO","IM005488","0.711670743885","0.644556544613","0.388888888889","0.761883429073"
"DCP-1024","AFIO","IM005489","0.599639084507","0.492997908419","0.666666666667","0.724881291809"
"FR-UNet","AFIO","IM005489","0.655537582052","0.567221557832","0.797101449275","0.730466269916"
"FSG-Net","AFIO","IM005489","0.684763904393","0.596784798105","0.768115942029","0.788808792344"
"GAVE","AFIO","IM005489","0.661823326723","0.582029185692","0.666666666667","0.742004133302"
"SA-UNetv2","AFIO","IM005489","0.698196036753","0.614885895014","0.782608695652","0.797822347913"
"DCP-1024","AFIO","IM005523","0.648747104954","0.556395773784","0.518518518519","0.730417872968"
"FR-UNet","AFIO","IM005523","0.674106886546","0.606574575975","0.518518518519","0.728719432322"
"FSG-Net","AFIO","IM005523","0.71434478819","0.657393807004","0.518518518519","0.790456192433"
"GAVE","AFIO","IM005523","0.683805699685","0.621684279395","0.407407407407","0.724941132541"
"SA-UNetv2","AFIO","IM005523","0.715905928194","0.650569461679","0.444444444444","0.789355548574"
"DCP-1024","AFIO","IM005524","0.582851289467","0.476147279299","0.396226415094","0.700635691012"
"FR-UNet","AFIO","IM005524","0.622947015496","0.534223958212","0.481132075472","0.698547769694"
"FSG-Net","AFIO","IM005524","0.675533960768","0.586662213012","0.481132075472","0.778442874305"
"GAVE","AFIO","IM005524","0.638876977413","0.557277668361","0.490566037736","0.699953673551"
"SA-UNetv2","AFIO","IM005524","0.685038612638","0.602626679755","0.443396226415","0.779252474898"
"DCP-1024","AFIO","IM005558","0.652024218366","0.556070304855","1","0.745337481911"
"FR-UNet","AFIO","IM005558","0.682474579864","0.607385755049","0.8","0.741375013521"
"FSG-Net","AFIO","IM005558","0.712825683633","0.638814511092","0.8","0.794138168164"
"GAVE","AFIO","IM005558","0.689581145906","0.631033699421","0.7","0.716374145384"
"SA-UNetv2","AFIO","IM005558","0.725609225241","0.658221595527","1","0.806538151006"
"DCP-1024","AFIO","IM005713","0.645364318567","0.549259961822","0.428571428571","0.729123831693"
"FR-UNet","AFIO","IM005713","0.659497195097","0.582762839597","0.428571428571","0.707406656376"
"FSG-Net","AFIO","IM005713","0.698028863515","0.617270084567","0.428571428571","0.773223047967"
"GAVE","AFIO","IM005713","0.685954811554","0.618028220586","0.428571428571","0.723630479035"
"SA-UNetv2","AFIO","IM005713","0.717191312589","0.646033208455","0.428571428571","0.790438295447"
"DCP-1024","AFIO","IM005806","0.586857180405","0.482965159494","0.4375","0.68030317506"
"FR-UNet","AFIO","IM005806","0.648224839308","0.570712911637","0.3125","0.701899245395"
"FSG-Net","AFIO","IM005806","0.689007380568","0.62505486214","0.5625","0.763028879955"
"GAVE","AFIO","IM005806","0.608184487607","0.518915286703","0.25","0.657244655034"
"SA-UNetv2","AFIO","IM005806","0.687521222854","0.617798933454","0.5625","0.753616370082"
"DCP-1024","AFIO","IM005833","0.588766905617","0.487721150912","0.45","0.670289357145"
"FR-UNet","AFIO","IM005833","0.61728165767","0.550182309698","0.8","0.655997143797"
"FSG-Net","AFIO","IM005833","0.655013543677","0.590002604457","0.5","0.726509716694"
"GAVE","AFIO","IM005833","0.649321001396","0.577808866138","0.45","0.691514687412"
"SA-UNetv2","AFIO","IM005833","0.662627479601","0.607645749851","0.65","0.727851619549"
"DCP-1024","AFIO","IM005834","0.640404850028","0.535807504829","0.565217391304","0.76874706663"
"FR-UNet","AFIO","IM005834","0.686810964076","0.603726437459","0.739130434783","0.769119633145"
"FSG-Net","AFIO","IM005834","0.716796839672","0.63311435181","0.652173913043","0.82557270232"
"GAVE","AFIO","IM005834","0.684237165842","0.607381754776","0.782608695652","0.753229916123"
"SA-UNetv2","AFIO","IM005834","0.735088971977","0.66111508998","0.95652173913","0.826456190792"
"DCP-1024","AFIO","IM006037","0.692929531498","0.617056750674","0.916666666667","0.759739444085"
"FR-UNet","AFIO","IM006037","0.698362610367","0.639416588712","0.958333333333","0.740921209122"
"FSG-Net","AFIO","IM006037","0.738304817031","0.687936405029","0.916666666667","0.805191864501"
"GAVE","AFIO","IM006037","0.677577495288","0.630232354296","0.791666666667","0.714225103346"
"SA-UNetv2","AFIO","IM006037","0.731738160672","0.683514799086","1","0.789773418049"
"DCP-1024","AFIO","IM006105","0.591316293559","0.487827848376","0.25","0.700976523564"
"FR-UNet","AFIO","IM006105","0.64713528381","0.56526813753","0.333333333333","0.714346091173"
"FSG-Net","AFIO","IM006105","0.672930696407","0.587798553211","0.333333333333","0.768389942023"
"GAVE","AFIO","IM006105","0.609002437549","0.520838068249","0.25","0.67530626147"
"SA-UNetv2","AFIO","IM006105","0.67754734307","0.601069462825","0.166666666667","0.768360706588"
"DCP-1024","AFIO","IM006106","0.621597900672","0.519777722096","0.448275862069","0.691132326277"
"FR-UNet","AFIO","IM006106","0.673893266809","0.59850445704","0.448275862069","0.725978132988"
"FSG-Net","AFIO","IM006106","0.706083143252","0.629847640964","0.586206896552","0.770797885387"
"GAVE","AFIO","IM006106","0.666834276816","0.591117776381","0.413793103448","0.712041619966"
"SA-UNetv2","AFIO","IM006106","0.71386030234","0.646348013652","0.48275862069","0.777308588547"
"DCP-1024","CHASEDB1","Image_01L","0.845750490008","0.8625685269","0.538441145281","0.848824108818"
"FR-UNet","CHASEDB1","Image_01L","0.805366184832","0.832327171628","0.475344644751","0.805237460007"
"FSG-Net","CHASEDB1","Image_01L","0.846537754617","0.888740814403","0.572640509014","0.855828956684"
"GAVE","CHASEDB1","Image_01L","0.805829422057","0.841802467775","0.406415694592","0.771933492912"
"SA-UNetv2","CHASEDB1","Image_01L","0.837082886683","0.876451846488","0.676829268293","0.86720161637"
"DCP-1024","CHASEDB1","Image_01R","0.845846590361","0.844207082371","0.417468541821","0.859922882045"
"FR-UNet","CHASEDB1","Image_01R","0.80869971294","0.808493167238","0.333826794967","0.809762175728"
"FSG-Net","CHASEDB1","Image_01R","0.834566703061","0.843772486426","0.492968171725","0.857562270878"
"GAVE","CHASEDB1","Image_01R","0.795193065937","0.803948397718","0.350481125093","0.789044033086"
"SA-UNetv2","CHASEDB1","Image_01R","0.832966585435","0.855084112603","0.504811250925","0.837065339174"
"DCP-1024","CHASEDB1","Image_02L","0.827597636455","0.831550713091","0.473214285714","0.81747698429"
"FR-UNet","CHASEDB1","Image_02L","0.754881886158","0.746736522219","0.37188538206","0.730992794336"
"FSG-Net","CHASEDB1","Image_02L","0.77333385769","0.764102603956","0.458264119601","0.762335445719"
"GAVE","CHASEDB1","Image_02L","0.762859948681","0.769278932775","0.262043189369","0.696765822754"
"SA-UNetv2","CHASEDB1","Image_02L","0.811323756149","0.835252353214","0.582433554817","0.820143757818"
"DCP-1024","CHASEDB1","Image_02R","0.803501568734","0.819765419999","0.448201127005","0.816784465818"
"FR-UNet","CHASEDB1","Image_02R","0.767770410791","0.778758229579","0.343086259211","0.757304573762"
"FSG-Net","CHASEDB1","Image_02R","0.787130747496","0.805567969715","0.465539661899","0.7942834895"
"GAVE","CHASEDB1","Image_02R","0.754872393553","0.768037903683","0.259644560035","0.703879369419"
"SA-UNetv2","CHASEDB1","Image_02R","0.783518221139","0.822221533519","0.519072388383","0.802198322318"
"DCP-1024","CHASEDB1","Image_03L","0.825024387408","0.839342659071","0.514855280813","0.829283220547"
"FR-UNet","CHASEDB1","Image_03L","0.784527861025","0.806350565411","0.429940578877","0.766225442275"
"FSG-Net","CHASEDB1","Image_03L","0.799723594832","0.809238335981","0.581368602645","0.827532804468"
"GAVE","CHASEDB1","Image_03L","0.769048828073","0.766823182041","0.375503162737","0.722190998269"
"SA-UNetv2","CHASEDB1","Image_03L","0.822452194323","0.851139554881","0.607820586544","0.840757401876"
"DCP-1024","CHASEDB1","Image_03R","0.834233347521","0.853042860912","0.601337598139","0.866742119956"
"FR-UNet","CHASEDB1","Image_03R","0.786251216374","0.812606984141","0.521954056412","0.80553420546"
"FSG-Net","CHASEDB1","Image_03R","0.81345319964","0.844458021349","0.683338179703","0.86021194691"
"GAVE","CHASEDB1","Image_03R","0.794858565403","0.827560922547","0.528642047107","0.780906873769"
"SA-UNetv2","CHASEDB1","Image_03R","0.818433696453","0.846755482172","0.703983716197","0.872269649157"
"DCP-1024","CHASEDB1","Image_04L","0.839487807537","0.858043155133","0.576681180455","0.861618422243"
"FR-UNet","CHASEDB1","Image_04L","0.798583967307","0.820501769646","0.503144654088","0.81806582854"
"FSG-Net","CHASEDB1","Image_04L","0.816326272045","0.840345888982","0.595549104983","0.8435687624"
"GAVE","CHASEDB1","Image_04L","0.784730586623","0.804980924065","0.314949201742","0.770674853963"
"SA-UNetv2","CHASEDB1","Image_04L","0.834217827682","0.869086140404","0.704402515723","0.86393525609"
"DCP-1024","CHASEDB1","Image_04R","0.82592832225","0.833510593899","0.462753036437","0.831278847827"
"FR-UNet","CHASEDB1","Image_04R","0.775332356328","0.791488565933","0.416599190283","0.762351039404"
"FSG-Net","CHASEDB1","Image_04R","0.800443571383","0.83261267342","0.51983805668","0.808348111888"
"GAVE","CHASEDB1","Image_04R","0.750594349533","0.741517554784","0.293522267206","0.714712574408"
"SA-UNetv2","CHASEDB1","Image_04R","0.79385692218","0.820244513027","0.564372469636","0.806883637142"
"DCP-1024","CHASEDB1","Image_05L","0.837912940082","0.847315633601","0.645259938838","0.868592547611"
"FR-UNet","CHASEDB1","Image_05L","0.789384291449","0.805741979721","0.593951749915","0.801894110564"
"FSG-Net","CHASEDB1","Image_05L","0.804789968652","0.828533291336","0.72952769283","0.83907043512"
"GAVE","CHASEDB1","Image_05L","0.729777260848","0.702719770285","0.367652055725","0.710180906545"
"SA-UNetv2","CHASEDB1","Image_05L","0.819658114363","0.849720724933","0.779476724431","0.862457251079"
"DCP-1024","CHASEDB1","Image_05R","0.847730420819","0.847207011199","0.575708502024","0.867712356741"
"FR-UNet","CHASEDB1","Image_05R","0.801788445699","0.821073381385","0.488529014845","0.803109848761"
"FSG-Net","CHASEDB1","Image_05R","0.818946557192","0.834860300623","0.630769230769","0.84577780384"
"GAVE","CHASEDB1","Image_05R","0.772962140236","0.779563280921","0.265856950067","0.735285892731"
"SA-UNetv2","CHASEDB1","Image_05R","0.83692658931","0.856961418239","0.702294197031","0.869076362282"
"DCP-1024","CHASEDB1","Image_06L","0.824137232862","0.817150736974","0.493773349938","0.830377639497"
"FR-UNet","CHASEDB1","Image_06L","0.798766541415","0.804126508996","0.380448318804","0.793473873981"
"FSG-Net","CHASEDB1","Image_06L","0.808232891523","0.823285637369","0.544209215442","0.831875933592"
"GAVE","CHASEDB1","Image_06L","0.767381184516","0.768565330047","0.381382316314","0.755977218979"
"SA-UNetv2","CHASEDB1","Image_06L","0.789592087401","0.819529358719","0.572851805729","0.80162358136"
"DCP-1024","CHASEDB1","Image_06R","0.816244465897","0.838584002036","0.515607199818","0.818999710132"
"FR-UNet","CHASEDB1","Image_06R","0.768483533063","0.792344954629","0.42993848257","0.746293444617"
"FSG-Net","CHASEDB1","Image_06R","0.797341493107","0.824790548617","0.552973342447","0.798523169052"
"GAVE","CHASEDB1","Image_06R","0.781537431692","0.818942608865","0.36318067897","0.745540597155"
"SA-UNetv2","CHASEDB1","Image_06R","0.807237496391","0.847426574595","0.604693552062","0.822604632721"
"DCP-1024","CHASEDB1","Image_07L","0.823315257517","0.848318394179","0.527891813572","0.836707338846"
"FR-UNet","CHASEDB1","Image_07L","0.777204535079","0.809114961745","0.439507365371","0.771606361466"
"FSG-Net","CHASEDB1","Image_07L","0.808975605044","0.859572644748","0.541173629558","0.826761462719"
"GAVE","CHASEDB1","Image_07L","0.770265899766","0.795362871541","0.26563631973","0.728102773808"
"SA-UNetv2","CHASEDB1","Image_07L","0.812856967766","0.85624759539","0.610480560251","0.836535689411"
"DCP-1024","CHASEDB1","Image_07R","0.825177739004","0.850630872483","0.426274189152","0.8207417367"
"FR-UNet","CHASEDB1","Image_07R","0.778786315313","0.813148282641","0.373126192423","0.755501163757"
"FSG-Net","CHASEDB1","Image_07R","0.810668153517","0.860159497685","0.469065140365","0.814584943082"
"GAVE","CHASEDB1","Image_07R","0.779863000229","0.800707480503","0.294358135732","0.744696617665"
"SA-UNetv2","CHASEDB1","Image_07R","0.802963300373","0.841722572824","0.553011719815","0.810150810245"
"DCP-1024","CHASEDB1","Image_08L","0.793747152117","0.838150019867","0.49180899268","0.82918904377"
"FR-UNet","CHASEDB1","Image_08L","0.76230610981","0.819826247791","0.46706169397","0.796009440873"
"FSG-Net","CHASEDB1","Image_08L","0.749904014919","0.823793284207","0.57406761938","0.80833419837"
"GAVE","CHASEDB1","Image_08L","0.727762512796","0.807493887604","0.399093760892","0.743884190608"
"SA-UNetv2","CHASEDB1","Image_08L","0.771207890633","0.820602970092","0.560125479261","0.80740994345"
"DCP-1024","CHASEDB1","Image_08R","0.792513233619","0.839172305926","0.469703480877","0.808013351749"
"FR-UNet","CHASEDB1","Image_08R","0.757353518763","0.821273695948","0.506660936829","0.781077116287"
"FSG-Net","CHASEDB1","Image_08R","0.772478890691","0.849807940894","0.561237645037","0.812961487442"
"GAVE","CHASEDB1","Image_08R","0.744965889085","0.825104429136","0.351525569403","0.748002788548"
"SA-UNetv2","CHASEDB1","Image_08R","0.790570095235","0.845661760334","0.609368285346","0.824924604227"
"DCP-1024","CHASEDB1","Image_09L","0.789707302578","0.839473268578","0.599913681485","0.841781844113"
"FR-UNet","CHASEDB1","Image_09L","0.730858941133","0.778374051701","0.494605092792","0.765193060562"
"FSG-Net","CHASEDB1","Image_09L","0.782870260429","0.858278467538","0.674147604661","0.839542809541"
"GAVE","CHASEDB1","Image_09L","0.735912714072","0.755223941038","0.369874838153","0.733904917899"
"SA-UNetv2","CHASEDB1","Image_09L","0.772689618314","0.841093403972","0.727665084161","0.838179881092"
"DCP-1024","CHASEDB1","Image_09R","0.793425040802","0.818707822593","0.517946877243","0.837066577156"
"FR-UNet","CHASEDB1","Image_09R","0.706792825346","0.747473752635","0.474515434314","0.748308328867"
"FSG-Net","CHASEDB1","Image_09R","0.792194729431","0.846653297839","0.626704953338","0.844337466239"
"GAVE","CHASEDB1","Image_09R","0.719812307661","0.723431707198","0.316582914573","0.738627466731"
"SA-UNetv2","CHASEDB1","Image_09R","0.765954042402","0.831872316105","0.689877961235","0.817063690409"
"DCP-1024","CHASEDB1","Image_10L","0.781157032188","0.83321934041","0.447103877453","0.804893006742"
"FR-UNet","CHASEDB1","Image_10L","0.730659874422","0.782469138935","0.419578745811","0.74482973044"
"FSG-Net","CHASEDB1","Image_10L","0.724084798119","0.781564800656","0.491383437051","0.774805062815"
"GAVE","CHASEDB1","Image_10L","0.711516172458","0.77424429007","0.398994734323","0.733117066131"
"SA-UNetv2","CHASEDB1","Image_10L","0.76138158637","0.83818268765","0.571565342269","0.806773487463"
"DCP-1024","CHASEDB1","Image_10R","0.757143800392","0.820590293238","0.541722875313","0.795836709431"
